strategy_id,lineage_id,game,bet_count,current_status,executable_status,callable_entrypoint,source_paths,implementation_signature_hash,eligibility_status,exclusion_reason,replay_notes
biglotto_triple_strike,biglotto_triple_strike__current,BIG_LOTTO,UNKNOWN,ONLINE,EXECUTABLE,tools.predict_biglotto_triple_strike.generate_triple_strike,analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p0_registry_reconciliation_20260519.md;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p12_1500_draw_product_realignment_20260520.md;docs/replay/p12_backfill_phase_plan_20260520.md;docs/replay/p14b_biglotto_single_strategy_replay_dry_run_20260520.md;docs/replay/p14d_biglotto_production_apply_result_20260520.md;docs/replay/p15_biglotto_replay_api_integration_20260520.md;docs/replay/p16_biglotto_remaining_strategies_backfill_20260520.md;docs/replay/p17_biglotto_replay_timestamp_api_20260520.md;docs/replay/p18_replay_ui_timestamp_display_20260520.md;docs/replay/p1_catalog_visibility_plan_20260519.md;docs/replay/p1b_registry_reconciliation_20260520.md;docs/replay/p24_full_strategy_universe_inventory_20260521.md;docs/replay/p25a_full_replay_page_browser_verification_20260521.md;docs/replay/p2_full_catalog_visibility_plan_20260520.md;docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p38_post_p37_verification_registry_audit_20260523.md;docs/replay/p3_per_draw_all_strategy_coverage_matrix_20260520.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p69_all_strategy_dry_run_batch_plan_20260526.md;docs/replay/p6_catalog_apply_plan_v1_20260520.md;docs/replay/p91_all_strategy_replay_expansion_inventory_20260526.md;docs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.md;lottery_api/models/replay_strategy_registry.py;outputs/replay/p0_governance_baseline_report_20260511.md;outputs/replay/p0_replay_lifecycle_catalog_truth_inventory_20260509.md;outputs/replay/p0_replay_lifecycle_coverage_20260509.md;outputs/replay/p0_replay_lifecycle_schema_diff_20260509.json;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/replay/p12_1500_draw_gap_analysis_20260520.json;tools/big649_no_db_strategy_output_adapter.py;tools/predict_biglotto_triple_strike.py,5439abf88b4f8ca5d80d7f040a583ca43af6797f5513026b5e74777c21de1cb9,ELIGIBLE,,Eligible for P356B in-memory replay.
"biglotto_triple_strike,biglotto_deviation_2bet","biglotto_triple_strike,biglotto_deviation_2bet__current",BIG_LOTTO,2,UNKNOWN,DB_ONLY,,,b8b89630accd60f83cdbfd7fd47be98a604ea077d212695b07c72dcbe1ab02d9,EXCLUDED,DB_ONLY,Excluded: DB_ONLY.
biglotto_ts3_acb_4bet,biglotto_ts3_acb_4bet__current,BIG_LOTTO,4,REJECTED,MISSING_CODE,,lottery_api/models/replay_strategy_registry.py;outputs/replay/non_online_replay_fixture_20260511.json;outputs/replay/p12_1500_draw_gap_analysis_20260520.json;outputs/replay/p18_replay_product_gap_inventory_20260511.md;outputs/replay/p19_replay_product_follow_up_20260511.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_executable_inventory_20260513.json;outputs/replay/p1_executable_inventory_20260513.md;outputs/replay/p1_replay_truth_executable_evidence_report_20260513.md;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p20_non_online_replay_fixture_spec_20260511.md;outputs/replay/p24_display_only_catalog_spec_20260512.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p24_strategy_replay_coverage_report_20260512.md;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_non_online_lifecycle_classification_20260511.md;outputs/replay/p2_truth_level_taxonomy_v2_report_20260513.md;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p3_per_draw_all_strategy_coverage_matrix_20260520.json;outputs/replay/p3_retrospective_candidate_summary_20260513.json;outputs/replay/p3_retrospective_regeneration_dryrun_report_20260513.md;outputs/replay/p56_all_lifecycle_replay_coverage_manifest_20260512.json;outputs/replay/p56_all_lifecycle_replay_coverage_report_20260512.md;outputs/replay/p57_truth_taxonomy_decision_memo_draft_20260513.md;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/replay/p78_configurable_api_base_report_20260513.md;outputs/replay/v2_artifact_only_candidate_summary_20260514.json;outputs/replay/v2_artifact_only_controlled_apply_report_20260514.md;outputs/replay/v2_artifact_only_dryrun_validation_report_20260514.md;outputs/replay/v2_artifact_only_parser_contract_20260514.md;outputs/replay/v2_artifact_only_parser_initialization_report_20260514.md;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md;scripts/p1_replay_truth_executable_inventory.py;scripts/p356a_all_strategy_inventory.py;scripts/p3_retrospective_regeneration_dryrun.py;scripts/v2_artifact_only_parser_dryrun.py;tools/audit_p262a_replay_strategy_coverage.py,6ca21ae9a9e19ab0b891923ef5d191cc9bfc39e10f167ce786c277dd88ee4b32,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
biglotto_ts3_markov_4bet_w30,biglotto_ts3_markov_4bet_w30__current,BIG_LOTTO,4,RETIRED,EXECUTABLE,tools.backtest_biglotto_5bet_ts3markov.generate_ts3_markov_4bet,analysis/p272b_prospective_oos_detectability_power.py;analysis/p273a_prize_aware_inferential_validation.py;analysis/p276b_fixed_n_coverage_complementarity.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p125_adapter_gap_plan_from_p124_20260528.md;docs/replay/p126_controlled_apply_plan_tier_b_multi_bet_20260528.md;docs/replay/p128_native_multi_bet_storage_design_20260528.md;docs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.md;docs/replay/p93_tier_b_replay_adapter_bootstrap_dryrun_20260526.md;docs/replay/p94_tier_b_controlled_apply_20260526.md;docs/replay/p94a_biglotto_all_strategy_betcount_benchmark_20260526.md;lottery_api/models/p93_tierb_replay_adapters.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/replay/p126_controlled_apply_plan_tier_b_multi_bet_20260528.json;outputs/replay/p128_native_multi_bet_storage_design_20260528.json;outputs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.json;outputs/replay/p93_tier_b_replay_adapter_bootstrap_dryrun_20260526.json;outputs/replay/p94_tier_b_controlled_apply_20260526.json;outputs/replay/p94a_biglotto_all_strategy_betcount_benchmark_20260526.json;tools/backtest_biglotto_5bet_ts3markov.py;tools/big649_no_db_strategy_output_adapter.py,fb0e6397fa264ac0874eb0f765430006974b26fcc7e07966af07e994a9469524,ELIGIBLE,,Eligible for P356B in-memory replay.
biglotto_ts3_markov_freq_5bet,biglotto_ts3_markov_freq_5bet__current,BIG_LOTTO,5,REJECTED,MISSING_CODE,,00-Plan/roadmap/active_task.md;docs/replay/p0_registry_reconciliation_20260519.md;docs/replay/p12_1500_draw_product_realignment_20260520.md;docs/replay/p1_catalog_visibility_plan_20260519.md;docs/replay/p1b_registry_reconciliation_20260520.md;docs/replay/p24_full_strategy_universe_inventory_20260521.md;docs/replay/p2_full_catalog_visibility_plan_20260520.md;docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p3_per_draw_all_strategy_coverage_matrix_20260520.md;docs/replay/p4_apply_readiness_review_20260520.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p6_catalog_apply_plan_v1_20260520.md;docs/replay/p6_readiness_report_20260520.md;docs/replay/p6_source_promotion_policy_20260520.md;docs/replay/p9_canonical_artifact_index_20260520.md;lottery_api/models/replay_strategy_registry.py;outputs/replay/non_online_replay_fixture_20260511.json;outputs/replay/p12_1500_draw_gap_analysis_20260520.json;outputs/replay/p18_replay_product_gap_inventory_20260511.md;outputs/replay/p19_replay_product_follow_up_20260511.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_executable_inventory_20260513.json;outputs/replay/p1_executable_inventory_20260513.md;outputs/replay/p1_replay_truth_executable_evidence_report_20260513.md;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p20_non_online_replay_fixture_spec_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p24_strategy_replay_coverage_report_20260512.md;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_non_online_lifecycle_classification_20260511.md;outputs/replay/p2_truth_level_taxonomy_v2_report_20260513.md;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p3_per_draw_all_strategy_coverage_matrix_20260520.json,5df69485e9eabeb8c826fde624f5f653000adcbe783a6987332b59409e728134,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
biglotto_zonal_pruning,biglotto_zonal_pruning__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/exhaustive_feature_sweep.py;tools/exhaustive_feature_sweep_v2.py;tools/predict_biglotto_zonal.py;tools/predict_ultimate_feature_ensemble.py;tools/solve_7th_bet.py,fd57428577251c5b69f4a77737351eaeffcaf10f17e2cc14002db970a5d56ef5,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
catalog_online_biglotto_triple_strike,catalog_online_biglotto_triple_strike__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,scripts/build_replay_test_fixture.py;tests/test_replay_lifecycle_multistate_fixture.py,310f523330d1cba492f8abc4332790cbe51f9cf33716b0e660ad6b35336029f0,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
catalog_rejected_biglotto_deviation_2bet,catalog_rejected_biglotto_deviation_2bet__current,BIG_LOTTO,2,UNKNOWN,UNKNOWN,,scripts/build_replay_test_fixture.py;tests/test_replay_lifecycle_multistate_fixture.py,e730bad4832a978b02a7e338e7777b9b61fa0adce748c4ab817e902d008379aa,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
cold_bet_biglotto,cold_bet_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/verify_markov_vs_triple_2bet.py,55e701ad627172f920db6a5fd6beb98af886f8b3a700aecf439b168cf319ee27,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
cold_complement_biglotto,cold_complement_biglotto__current,BIG_LOTTO,UNKNOWN,REJECTED,EXECUTABLE,lottery_api.models.p42_wave3_biglotto_adapters.predict_cold_complement_bet1,analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;analysis/p333_strategy_pick_combination_scoreboard.py;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.md;docs/replay/p43_wave3_biglotto_production_apply_20260523.md;docs/replay/p44_wave3_biglotto_performance_analysis_20260523.md;docs/replay/p45_roadmap_update_after_p44_20260524.md;docs/replay/p58_powerlotto_wave5_controlled_apply_proposal_20260525.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;lottery_api/models/p42_wave3_biglotto_adapters.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p2_prediction_helpfulness_audit_20260526.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p42_temp_rehearsal_20260524.json;outputs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.json;outputs/replay/p43_wave3_biglotto_production_apply_20260523.json;outputs/replay/p44_wave3_biglotto_performance_analysis_20260523.json;outputs/replay/p68_all_strategy_executability_inventory_scan_20260526.json;tools/big649_no_db_strategy_output_adapter.py,4d6f01eb05e007ae3b0cc9e993886043d18d53fa493a0d9ebb6d86c45b798ecc,ELIGIBLE,,Eligible for P356B in-memory replay.
cold_numbers_bet_biglotto,cold_numbers_bet_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/verify_biglotto_3bet_comparison.py,f3fad390bcb7ebd4f0591718d02ed427180af4d3472802028c6a2daf4a448afb,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
coldpool15_biglotto,coldpool15_biglotto__current,BIG_LOTTO,UNKNOWN,REJECTED,EXECUTABLE,lottery_api.models.p42_wave3_biglotto_adapters.predict_coldpool15_candidates,analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.md;docs/replay/p43_wave3_biglotto_production_apply_20260523.md;docs/replay/p44_wave3_biglotto_performance_analysis_20260523.md;docs/replay/p45_roadmap_update_after_p44_20260524.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p69_all_strategy_dry_run_batch_plan_20260526.md;docs/replay/p91_all_strategy_replay_expansion_inventory_20260526.md;lottery_api/models/p42_wave3_biglotto_adapters.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p2_prediction_helpfulness_audit_20260526.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p42_temp_rehearsal_20260524.json;outputs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.json;outputs/replay/p43_wave3_biglotto_production_apply_20260523.json;outputs/replay/p44_wave3_biglotto_performance_analysis_20260523.json;outputs/replay/p68_all_strategy_executability_inventory_scan_20260526.json;tools/big649_no_db_strategy_output_adapter.py,b44485f692e7d2a94e2d931639929ae78942847691b8bf4a503fe7181799fdce,ELIGIBLE,,Eligible for P356B in-memory replay.
fixture-biglotto_ts3_acb_4bet-3d55f1f95304,fixture-biglotto_ts3_acb_4bet-3d55f1f95304__current,BIG_LOTTO,4,UNKNOWN,DOC_ONLY,,outputs/replay/non_online_replay_fixture_20260511.json,a0e91781b704f83895d164612e71eda03c73fbb9a8b07bc1fb2e5274a861abf6,EXCLUDED,DOC_ONLY,Excluded: DOC_ONLY.
fixture-biglotto_ts3_markov_freq_5bet-8ac8d7994b56,fixture-biglotto_ts3_markov_freq_5bet-8ac8d7994b56__current,BIG_LOTTO,5,UNKNOWN,DOC_ONLY,,outputs/replay/non_online_replay_fixture_20260511.json,0494914a3521707b5fd0b4d6f7d9c1685a5dec3bf1eba5281044369237fd1381,EXCLUDED,DOC_ONLY,Excluded: DOC_ONLY.
fourier30_markov30_biglotto,fourier30_markov30_biglotto__current,BIG_LOTTO,UNKNOWN,REJECTED,EXECUTABLE,lottery_api.models.p42_wave3_biglotto_adapters.predict_fourier30_markov30_candidates,analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p115_biglotto_quarantine_governance_20260527.md;docs/replay/p116_powerlotto_oos_monitoring_design_20260527.md;docs/replay/p117_powerlotto_oos_monitoring_checkpoint_20260527.md;docs/replay/p119_evidence_trigger_matrix_20260527.md;docs/replay/p120_trigger_evaluation_20260527.md;docs/replay/p121_trigger_recheck_20260527.md;docs/replay/p122_trigger_recheck_contamination_guard_20260527.md;docs/replay/p123_scheduled_trigger_recheck_setup_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.md;docs/replay/p43_wave3_biglotto_production_apply_20260523.md;docs/replay/p44_wave3_biglotto_performance_analysis_20260523.md;docs/replay/p45_roadmap_update_after_p44_20260524.md;docs/replay/p58_powerlotto_wave5_controlled_apply_proposal_20260525.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p69_all_strategy_dry_run_batch_plan_20260526.md;docs/replay/p91_all_strategy_replay_expansion_inventory_20260526.md;docs/replay/p94a_biglotto_all_strategy_betcount_benchmark_20260526.md;lottery_api/models/p42_wave3_biglotto_adapters.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p115_biglotto_quarantine_governance_20260527.json;outputs/replay/p116_powerlotto_oos_monitoring_design_20260527.json;outputs/replay/p117_powerlotto_oos_monitoring_checkpoint_20260527.json;tools/big649_no_db_strategy_output_adapter.py,29b66492f04106e2060ed46839d7f02d93498d782887663e7427cf0538e5b965,ELIGIBLE,,Eligible for P356B in-memory replay.
fourier_bet_biglotto,fourier_bet_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/verify_markov_vs_triple_2bet.py,66af6881b728e38cd3d47cb9e47e9888ed8c2aed821d4d0a4ffa2c837bfe02aa,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
fourier_rhythm_bet_biglotto,fourier_rhythm_bet_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/verify_biglotto_3bet_comparison.py,ba1852a8c839a563c7f2fdc09ff6643af2cf29770054d4c5ff0601027dbe7423,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
generate_big_lotto_3bet,generate_big_lotto_3bet__current,BIG_LOTTO,3,UNKNOWN,UNKNOWN,,tools/backtest_big_lotto_3bet.py,915d28559758006438ecdcd09db89894d83a46226927419c5acd015e106922db,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
generate_big_lotto_orthogonal_5bet,generate_big_lotto_orthogonal_5bet__current,BIG_LOTTO,5,UNKNOWN,UNKNOWN,,tools/backtest_big_lotto_orthogonal_5bet.py,ef76eaad28ca6eea73ee0e77ac5365929b474313eebc2970eebe98d1bb5a4f12,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
generate_biglotto_5bet,generate_biglotto_5bet__current,BIG_LOTTO,5,UNKNOWN,UNKNOWN,,tools/stability_coverage_study.py,317e5c8b6be763bbeb4678457f5b530f196f2e4a1804306b426f442794553b84,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
hot_gap_return_biglotto,hot_gap_return_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,MISSING_CODE,,docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md,cb6933f4fbbaf0b28d6e311ad977b69c6c1bd4b61fca7d8d0a2a7394ff113e69,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
hot_stop_rebound_biglotto,hot_stop_rebound_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,MISSING_CODE,,docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md;rejected/hot_stop_rebound_biglotto.json;tools/backtest_biglotto_hot_stop_rebound.py,eb2271d91433ac30a93c5fc8bea2c84621a8db63ca281a738de74fb576aa2818,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
hot_streak_override_biglotto,hot_streak_override_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,DOC_ONLY,,outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md,820564a54987d3c503a43583176310c68fe246c5f6d5237e5709440d92a24694,EXCLUDED,DOC_ONLY,Excluded: DOC_ONLY.
markov_2bet_biglotto,markov_2bet_biglotto__current,BIG_LOTTO,2,REJECTED,EXECUTABLE,lottery_api.models.p42_wave3_biglotto_adapters.predict_markov_2bet_candidates,analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.md;docs/replay/p43_wave3_biglotto_production_apply_20260523.md;docs/replay/p44_wave3_biglotto_performance_analysis_20260523.md;docs/replay/p45_roadmap_update_after_p44_20260524.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p69_all_strategy_dry_run_batch_plan_20260526.md;lottery_api/models/p42_wave3_biglotto_adapters.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p2_prediction_helpfulness_audit_20260526.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p42_temp_rehearsal_20260524.json;outputs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.json;outputs/replay/p43_wave3_biglotto_production_apply_20260523.json;outputs/replay/p44_wave3_biglotto_performance_analysis_20260523.json;outputs/replay/p68_all_strategy_executability_inventory_scan_20260526.json;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;tools/big649_no_db_strategy_output_adapter.py,ec5acf4f188a736bdd177b460f22d02e626c269f523d041c5eef2ef8c652a158,ELIGIBLE,,Eligible for P356B in-memory replay.
